Ano,Orgao,SiglaOrgao,NomeProjeto,Subtitulo,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido,Nome_deputado_padronizado
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 428 - Fms - Hospital Sao Carlos - Farroupilha,45,250000,beneficiado,428,Capitão Martim,REPUBLICANOS,Farroupilha,MARTIM TODESCO ADREANI
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 434 - Fms - Hospital Geral - Caxias do Sul,29,250000,beneficiado,434,Capitão Martim,REPUBLICANOS,Caxias do Sul,MARTIM TODESCO ADREANI
2025,Secretaria de Turismo,SETUR,Projetos de Infraestrutura e Inovação Em Turismo - Ep,"Ep 1010 - Centro da Industria, Comercio e Servicos - Cic - Bento Goncalves",10,250000,beneficiado,1010,Guilherme Pasin,PP,Bento Goncalves,GUILHERME RECH PASIN
2025,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 31 - Transporte Sanitario Eletivo - Dois Irmaos,35,250000,beneficiado,31,Joel Wilhelm,PP,Dois Irmaos,JOEL LEANDRO WILHELM
2025,Secretaria de Sistemas Penal e Socioeducativo,SSPS,Manutenção e Implantação de Casas Modelo Apac - Ep,Ep 246 - Associacao de Protecao e Assistencia Aos Condenados - Porto Alegre,96,250000,beneficiado,246,Jeferson Fernandes,PT,Porto Alegre,JEFERSON OLIVEIRA FERNANDES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 348 - Fms - Associacao Hospitalar Vila Nova - Porto Alegre,96,250000,beneficiado,348,Kaká D´Ávila,PSDB,Porto Alegre,CARLOS HENRIQUE BASTOS D AVILA
2025,Secretaria de Desenvolvimento Social,SEDES,Equipamentos de Segurança Alimentar e Nutricional - Ep,Ep 1061 - Associacao de Mulheres Maria da Gloria - Porto Alegre,96,250000,beneficiado,1061,Bruna Rodrigues,PCdoB,Porto Alegre,BRUNA LIEGE DA SILVA RODRIGUES
2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,Desenvolvimento e Qualificação Profissional - Ep,Ep 359 - Centro de Educacao Profissional Sao Joao Calabria - Porto Alegre,96,250000,beneficiado,359,Kaká D´Ávila,PSDB,Porto Alegre,CARLOS HENRIQUE BASTOS D AVILA
2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,Ep 189 - Associacao do Voluntariado e da Solidariedade - Avesol - Porto Alegre,96,250000,beneficiado,189,Zé Nunes,PT,Porto Alegre,ZE NUNES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 437 - Fms - Hospital de Caridade e Beneficencia - Cachoeira do Sul,15,250000,beneficiado,437,Capitão Martim,REPUBLICANOS,Cachoeira do Sul,MARTIM TODESCO ADREANI
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Osorio,Ep 157 - Hospital Sao Vicente de Paulo - Osorio,,230000,Hospital beneficiado,157,Luciana Genro,PSOL,Osorio,LUCIANA KREBS GENRO
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Taquara,Ep 157 - Hospital Bom Jesus - Taquara,,230000,Hospital beneficiado,157,Luciana Genro,PSOL,Taquara,LUCIANA KREBS GENRO
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 295 - Ctg Trempe de Aco - Soledade,137,230000,beneficiado,295,Dirceu Franciscon,UNIÃO,Soledade,DIRCEU FRANCISCON
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 967 - Casa dos Raros - Porto Alegre,96,220580,beneficiado,967,Felipe Camozzato,NOVO,Porto Alegre,FELIPE ZORTEA CAMOZZATO
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Campo Bom,Ep 186 - Hospital Dr Lauro Reus - Campo Bom,,220000,Hospital beneficiado,186,Faisal Karam,PSDB,Campo Bom,FAISAL KARAM
2022,Secretaria da Cultura,SEDAC,Emenda Parlamentar 2022 de Uruguaiana,Ep 198 - Eventos Culturais - Uruguaiana,,200000,Evento cultural apoiado,198,Frederico Antunes,PP,Uruguaiana,FREDERICO CANTORI ANTUNES
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Santa Rosa,Ep 251 - Atencao Basica - Santa Rosa,,200000,Município beneficiado,251,Any Ortiz,CIDADANIA,Santa Rosa,ANY ORTIZ
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Cachoeira do Sul,Ep 83 - Hospital de Caridade e Beneficencia - Cachoeira do Sul,,200000,Hospital beneficiado,83,Airton Lima,PL,Cachoeira do Sul,AIRTON LIMA
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Carazinho,Ep 113 - Hospital de Caridade - Carazinho,,200000,Hospital beneficiado,113,Juliana Brizola,PDT,Carazinho,JULIANA BRIZOLA
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Pelotas,Ep 413 - Hospital Universitario Sao Francisco de Paula - Pelotas,,200000,Hospital beneficiado,413,Fernando Marroni,PT,Pelotas,FERNANDO MARRONI
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Pelotas,Ep 414 - Santa Casa de Misericordia - Pelotas,,200000,Hospital beneficiado,414,Fernando Marroni,PT,Pelotas,FERNANDO MARRONI
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Porto Alegre,Ep 156 - Hospital de Pronto Socorro - Porto Alegre,,200000,Hospital beneficiado,156,Luciana Genro,PSOL,Porto Alegre,LUCIANA KREBS GENRO
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Rosario do Sul,Ep 151 - Hospital de Caridade Nossa Senhora Auxiliadora - Rosario do Sul,,200000,Hospital beneficiado,151,Valdeci Oliveira,PT,Rosario do Sul,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Sao Borja,Ep 112 - Hospital Ivan Goulart - Sao Borja,,200000,Hospital beneficiado,112,Juliana Brizola,PDT,Sao Borja,JULIANA BRIZOLA
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Uruguaiana,Ep 139 - Santa Casa - Uruguaiana,,200000,Hospital beneficiado,139,Eric Lins,DEM,Uruguaiana,ERIC LINS
2022,Secretaria da Saúde,SES,Emenda Parlamentar 2022 de Jaquirana,Ep 360 - Veiculo - Jaquirana,,200000,Veículo novo,360,Neri o Carteiro,SOLIDARIEDADE,Jaquirana,NERI ANDRADE PEREIRA JUNIOR
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Alegrete,Ep 261 - Atencao Basica - Alegrete,,200000,Município beneficiado,261,Frederico Antunes,PP,Alegrete,FREDERICO CANTORI ANTUNES
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Braga,Ep 317 - Atencao Basica - Braga,,200000,Município beneficiado,317,Gilberto Capoani,MDB,Braga,GILBERTO CAPOANI
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Espumoso,Ep 180 - Atencao Basica - Espumoso,,200000,Município beneficiado,180,Eduardo Loureiro,PDT,Espumoso,EDUARDO DEBACCO LOUREIRO
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Girua,Ep 181 - Atencao Basica - Girua,,200000,Município beneficiado,181,Eduardo Loureiro,PDT,Girua,EDUARDO DEBACCO LOUREIRO
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Nova Alvorada,Ep 289 - Atencao Basica - Nova Alvorada,,200000,Município beneficiado,289,Dirceu Franciscon,UNIÃO,Nova Alvorada,DIRCEU FRANCISCON
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Vacaria,Ep 535 - Atencao Basica - Vacaria,,200000,Município beneficiado,535,Pedro Pereira,PSDB,Vacaria,PEDRO OZORIO PEREIRA
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Cachoeira do Sul,Ep 502 - Hospital de Caridade e Beneficencia - Cachoeira do Sul,,200000,Hospital beneficiado,502,Zilá Breitenbach,PSDB,Cachoeira do Sul,ZILA BREITENBACH
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Caxias do Sul,Ep 410 - Hospital Geral - Caxias do Sul,,200000,Hospital beneficiado,410,Pepe Vargas,PT,Caxias do Sul,GILBERTO JOSE SPIER VARGAS
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Porto Alegre,Ep 479 - Unidade de Pronto Atendimento Bom Jesus - Upa - Porto Alegre,,200000,Unidade de pronto atendimento beneficiada,479,Luciana Genro,PSOL,Porto Alegre,LUCIANA KREBS GENRO
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Santa Maria,Ep 144 - Hospital Casa de Saude - Santa Maria,,200000,Hospital beneficiado,144,Valdeci Oliveira,PT,Santa Maria,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Sertao,Ep 312 - Hospital Sao Jose - Sertao,,200000,Hospital beneficiado,312,Gilberto Capoani,MDB,Sertao,GILBERTO CAPOANI
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Bento Goncalves,Ep 80 - Transporte Sanitario Eletivo - Bento Goncalves,,200000,Município beneficiado,80,Franciane Bayer,REPUBLICANOS,Bento Goncalves,FRANCIANE BAYER
2023,Secretaria da Saúde,SES,Emenda Parlamentar 2023 de Santa Vitoria do Palmar,Ep 81 - Transporte Sanitario Eletivo - Santa Vitoria do Palmar,,200000,Município beneficiado,81,Franciane Bayer,REPUBLICANOS,Santa Vitoria do Palmar,FRANCIANE BAYER
2023,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Emenda Parlamentar 2023 Em Definicao,Ep 179 - Federacao Estadual Apaes,,200000,Entidade beneficiada,179,Eduardo Loureiro,PDT,RS,EDUARDO DEBACCO LOUREIRO
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 48 - Santa Maria Video e Cinema - Santa Maria,109,200000,beneficiado,48,Valdeci Oliveira,PT,Santa Maria,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA
2024,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 851 - Defesa Civil - Sao Jeronimo,121,200000,beneficiado,851,Matheus Gomes,PSOL,Sao Jeronimo,MATHEUS PEREIRA GOMES
2024,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 854 - Defesa Civil - Charqueadas,236,200000,beneficiado,854,Matheus Gomes,PSOL,Charqueadas,MATHEUS PEREIRA GOMES
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 129 - Santa Casa - Alegrete,2,200000,beneficiado,129,Eliana Bayer,REPUBLICANOS,Alegrete,ELIANA DO NASCIMENTO NARVAIS BAYER
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 936 - Santa Casa - Alegrete,2,200000,beneficiado,936,Frederico Antunes,PP,Alegrete,FREDERICO CANTORI ANTUNES
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Ações de Enfrentamento À Violência e Proteção Às Mulheres e Meninas - Ep,Ep 946 - Casa de Acolhimento As Mulheres Vitimas de Violencia - Uruguaiana,153,200000,beneficiado,946,Frederico Antunes,PP,Uruguaiana,FREDERICO CANTORI ANTUNES
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 640 - Fms - Hospital de Canela - Canela,22,200000,beneficiado,640,Prof Claudio Branchieri,PODE,Canela,CLAUDIO MAXIMILIANO BRANCHIERI
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 36 - Atencao Basica - Tres Forquilhas,420,200000,beneficiado,36,Gustavo Victorino,REPUBLICANOS,Tres Forquilhas,GUSTAVO ADOLFO VICTORINO GREHS
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 772 - Hospital Ajuricaba - Ajuricaba,162,200000,beneficiado,772,Rafael Braga,MDB,Ajuricaba,RAFAEL BRAGA
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 899 - Hospital Bom Pastor - Ijui,65,200000,beneficiado,899,Felipe Camozzato,NOVO,Ijui,FELIPE ZORTEA CAMOZZATO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 889 - Fundacao Hospitalar de Rolante - Rolante,103,200000,beneficiado,889,Joel Wilhelm,PP,Rolante,JOEL LEANDRO WILHELM
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 220 - Fms - Hospital Geral - Caxias do Sul,29,200000,beneficiado,220,Neri o Carteiro,PSDB,Caxias do Sul,NERI ANDRADE PEREIRA JUNIOR
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 625 - Fms - Hospital Virvi Ramos - Caxias do Sul,29,200000,beneficiado,625,Prof Claudio Branchieri,PODE,Caxias do Sul,CLAUDIO MAXIMILIANO BRANCHIERI
2024,Secretaria da Saúde,SES,Transporte Sanitário Eletivo - Ep,Ep 449 - Transporte Sanitario Eletivo - Bento Goncalves,10,200000,beneficiado,449,Sergio Peres,REPUBLICANOS,Bento Goncalves,SERGIO PERES ALOS
2024,Departamento Autônomo de Estradas de Rodagem,DAER,Conservação de Rodovias - Ep,Ep 490 - Conservacao Rs 265 - Sao Lourenco do Sul,125,200000,beneficiado,490,Pedro Pereira,PSDB,Sao Lourenco do Sul,PEDRO OZORIO PEREIRA
2024,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 850 - Defesa Civil - Sao Sebastiao do Cai,128,200000,beneficiado,850,Matheus Gomes,PSOL,Sao Sebastiao do Cai,MATHEUS PEREIRA GOMES
2024,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 852 - Defesa Civil - Canoas,24,200000,beneficiado,852,Matheus Gomes,PSOL,Canoas,MATHEUS PEREIRA GOMES
2024,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 853 - Defesa Civil - Nova Santa Rita,382,200000,beneficiado,853,Matheus Gomes,PSOL,Nova Santa Rita,MATHEUS PEREIRA GOMES
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 11 - Atencao Basica - Portao,213,200000,beneficiado,11,Delegado Zucco,REPUBLICANOS,Portao,RODRIGO LORENZINI ZUCCO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 7 - Fms - Hospital Centenario - Sao Leopoldo,124,200000,beneficiado,7,Delegado Zucco,REPUBLICANOS,Sao Leopoldo,RODRIGO LORENZINI ZUCCO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 127 - Hospital de Portao - Portao,213,200000,beneficiado,127,Eliana Bayer,REPUBLICANOS,Portao,ELIANA DO NASCIMENTO NARVAIS BAYER
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 888 - Hospital Sapiranga - Sapiranga,131,200000,beneficiado,888,Joel Wilhelm,PP,Sapiranga,JOEL LEANDRO WILHELM
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 20 - Fundacao de Assistencia a Crianca e Adolescente - Sao Leopoldo,124,200000,beneficiado,20,Delegado Zucco,REPUBLICANOS,Sao Leopoldo,RODRIGO LORENZINI ZUCCO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 833 - Atencao Basica - Rio Pardo,101,200000,beneficiado,833,Edivilson Brum,MDB,Rio Pardo,EDIVILSON MEURER BRUM
2024,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 52 - Agricultura Familiar - Arroio do Tigre,168,200000,beneficiado,52,Valdeci Oliveira,PT,Arroio do Tigre,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 313 - Esc Est Ens Fun Pres Joao Belchior Marques Goulart - Alvorada,165,200000,beneficiado,313,Stela Farias,PT,Alvorada,STELA BEATRIZ FARIAS LOPES
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 319 - Esc Est Ens Med Campos Verdes - Alvorada,165,200000,beneficiado,319,Stela Farias,PT,Alvorada,STELA BEATRIZ FARIAS LOPES
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 29 - Atencao Basica - Cachoeirinha,177,200000,beneficiado,29,Gustavo Victorino,REPUBLICANOS,Cachoeirinha,GUSTAVO ADOLFO VICTORINO GREHS
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 30 - Atencao Basica - Gravatai,57,200000,beneficiado,30,Gustavo Victorino,REPUBLICANOS,Gravatai,GUSTAVO ADOLFO VICTORINO GREHS
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 130 - Atencao Basica - Porto Alegre,96,200000,beneficiado,130,Eliana Bayer,REPUBLICANOS,Porto Alegre,ELIANA DO NASCIMENTO NARVAIS BAYER
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 921 - Atencao Basica - Alvorada,165,200000,beneficiado,921,Elizandro Sabino,PTB,Alvorada,ELIZANDRO SILVA DE FREITAS SABINO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 413 - Atencao Basica - Viamao,159,200000,beneficiado,413,Professor Bonatto,PSDB,Viamao,VALDIR BONATTO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 406 - Hospital Viamao - Viamao,159,200000,beneficiado,406,Professor Bonatto,PSDB,Viamao,VALDIR BONATTO
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 450 - Hospital Padre Jeremias - Cachoeirinha,177,200000,beneficiado,450,Sergio Peres,REPUBLICANOS,Cachoeirinha,SERGIO PERES ALOS
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 659 - Fms - Instituto de Cardiologia - Porto Alegre,96,200000,beneficiado,659,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
2024,Secretaria de Desenvolvimento Social,SEDES,Projetos Socioassistenciais,Ep 37 - Viavida Pro - Doacoes e Transplantes - Porto Alegre,96,200000,beneficiado,37,Gustavo Victorino,REPUBLICANOS,Porto Alegre,GUSTAVO ADOLFO VICTORINO GREHS
2024,Secretaria de Desenvolvimento Social,SEDES,Projetos Socioassistenciais,Ep 1093 - Associacao de Mulheres Maria da Gloria - Porto Alegre,96,200000,beneficiado,1093,Bruna Rodrigues,PCdoB,Porto Alegre,BRUNA LIEGE DA SILVA RODRIGUES
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 926 - Associacao Beneficente Bom Samaritano - Cachoeirinha,177,200000,beneficiado,926,Elizandro Sabino,PTB,Cachoeirinha,ELIZANDRO SILVA DE FREITAS SABINO
2024,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 482 - Apoio Gestao Municipal - Vacaria,154,200000,beneficiado,482,Pedro Pereira,PSDB,Vacaria,PEDRO OZORIO PEREIRA
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 369 - Apae - Vacaria,154,200000,beneficiado,369,Airton Lima,PODE,Vacaria,AIRTON LIMA
2024,Secretaria do Esporte e Lazer,SEL,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 231 - Nucleos de Esporte e Lazer - Bom Jesus,11,200000,beneficiado,231,Neri o Carteiro,PSDB,Bom Jesus,NERI ANDRADE PEREIRA JUNIOR
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 12 - Atencao Basica - Chapada,31,200000,beneficiado,12,Delegado Zucco,REPUBLICANOS,Chapada,RODRIGO LORENZINI ZUCCO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 180 - Atencao Basica - Palmeira das Missoes,89,200000,beneficiado,180,Leonel Radde,PT,Palmeira das Missoes,LEONEL GUTERRES RADDE
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 41 - Atencao Basica - Sao Francisco de Assis,118,200000,beneficiado,41,Valdeci Oliveira,PT,Sao Francisco de Assis,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 142 - Hospital Oswaldo Cruz - Horizontina,62,200000,beneficiado,142,Aloísio Classmann,UNIÃO,Horizontina,ALOISIO TALSO CLASSMANN
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 792 - Santa Casa - Alegrete,2,200000,beneficiado,792,Frederico Antunes,PP,Alegrete,FREDERICO CANTORI ANTUNES
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 805 - Santa Casa - Uruguaiana,153,200000,beneficiado,805,Frederico Antunes,PP,Uruguaiana,FREDERICO CANTORI ANTUNES
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 780 - Acoes de Apoio Cultural - Erechim,39,200000,beneficiado,780,Paparico Bacchi,PL,Erechim,EDERILDO PAPARICO BACCHI
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 413 - Atencao Basica - Erval Grande,40,200000,beneficiado,413,Dirceu Franciscon,UNIÃO,Erval Grande,DIRCEU FRANCISCON
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 120 - Atencao Basica - Coronel Pilar,477,200000,beneficiado,120,Pepe Vargas,PT,Coronel Pilar,GILBERTO JOSE SPIER VARGAS
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 122 - Atencao Basica - Nova Roma do Sul,295,200000,beneficiado,122,Pepe Vargas,PT,Nova Roma do Sul,GILBERTO JOSE SPIER VARGAS
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 191 - Hospital da Reserva - Sao Lourenco do Sul,125,200000,beneficiado,191,Zé Nunes,PT,Sao Lourenco do Sul,ZE NUNES
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 816 - Apoio Gestao Municipal - Cangucu,23,200000,beneficiado,816,Pedro Pereira,PSDB,Cangucu,PEDRO OZORIO PEREIRA
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 975 - Atencao Basica - Feliz,47,200000,beneficiado,975,Felipe Camozzato,NOVO,Feliz,FELIPE ZORTEA CAMOZZATO
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 501 - Atencao Basica - Ararica,428,200000,beneficiado,501,Rodrigo Lorenzoni,PL,Ararica,RODRIGO MARQUES LORENZONI
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 281 - Hospital de Portao - Portao,213,200000,beneficiado,281,Miguel Rossetto,PT,Portao,MIGUEL SOLDATELLI ROSSETTO
2025,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 941 - Movimento Tradicionalista Gaucho - Mtg - Porto Alegre,96,200000,beneficiado,941,Airton Artus,PDT,Porto Alegre,AIRTON ARTUS
2025,Secretaria da Segurança Pública,SSP,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",Ep 427 - Batalhao de Operacoes Especiais - Bm - Porto Alegre,96,200000,beneficiado,427,Capitão Martim,REPUBLICANOS,Porto Alegre,MARTIM TODESCO ADREANI
2025,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 575 - Atencao Basica - Guaiba,58,200000,beneficiado,575,Rodrigo Lorenzoni,PL,Guaiba,RODRIGO MARQUES LORENZONI
2025,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1043 - Fms - Pronto Atendimento Cruzeiro do Sul - Porto Alegre,96,200000,beneficiado,1043,Bruna Rodrigues,PCdoB,Porto Alegre,BRUNA LIEGE DA SILVA RODRIGUES
2025,Universidade Estadual do Rio Grande do Sul,UERGS,Projeto de Extensão Para O Desenvolvimento Regional - Ep,Ep 48 - Projeto de Extensao - Porto Alegre,96,200000,beneficiado,48,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
