Ano,Municipio_corrigido,Orgao,NomeProjeto,Subtitulo,Valor,Deputado,Partido
2023,Santa Vitoria do Palmar,Secretaria da Saúde,Emenda Parlamentar 2023 de Santa Vitoria do Palmar,Ep 81 - Transporte Sanitario Eletivo - Santa Vitoria do Palmar,200000,Franciane Bayer,REPUBLICANOS
2023,RS,"Secretaria de Justiça, Cidadania e Direitos Humanos",Emenda Parlamentar 2023 Em Definicao,Ep 179 - Federacao Estadual Apaes,200000,Eduardo Loureiro,PDT
2024,Santa Maria,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 48 - Santa Maria Video e Cinema - Santa Maria,200000,Valdeci Oliveira,PT
2024,Sao Jeronimo,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 851 - Defesa Civil - Sao Jeronimo,200000,Matheus Gomes,PSOL
2024,Charqueadas,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 854 - Defesa Civil - Charqueadas,200000,Matheus Gomes,PSOL
2024,Alegrete,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 129 - Santa Casa - Alegrete,200000,Eliana Bayer,REPUBLICANOS
2024,Alegrete,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 936 - Santa Casa - Alegrete,200000,Frederico Antunes,PP
2024,Uruguaiana,"Secretaria de Justiça, Cidadania e Direitos Humanos",Ações de Enfrentamento À Violência e Proteção Às Mulheres e Meninas - Ep,Ep 946 - Casa de Acolhimento As Mulheres Vitimas de Violencia - Uruguaiana,200000,Frederico Antunes,PP
2024,Canela,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 640 - Fms - Hospital de Canela - Canela,200000,Prof Claudio Branchieri,PODE
2024,Tres Forquilhas,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 36 - Atencao Basica - Tres Forquilhas,200000,Gustavo Victorino,REPUBLICANOS
2024,Ajuricaba,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 772 - Hospital Ajuricaba - Ajuricaba,200000,Rafael Braga,MDB
2024,Ijui,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 899 - Hospital Bom Pastor - Ijui,200000,Felipe Camozzato,NOVO
2024,Rolante,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 889 - Fundacao Hospitalar de Rolante - Rolante,200000,Joel Wilhelm,PP
2024,Caxias do Sul,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 220 - Fms - Hospital Geral - Caxias do Sul,200000,Neri o Carteiro,PSDB
2024,Caxias do Sul,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 625 - Fms - Hospital Virvi Ramos - Caxias do Sul,200000,Prof Claudio Branchieri,PODE
2024,Bento Goncalves,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 449 - Transporte Sanitario Eletivo - Bento Goncalves,200000,Sergio Peres,REPUBLICANOS
2024,Sao Lourenco do Sul,Departamento Autônomo de Estradas de Rodagem,Conservação de Rodovias - Ep,Ep 490 - Conservacao Rs 265 - Sao Lourenco do Sul,200000,Pedro Pereira,PSDB
2024,Sao Sebastiao do Cai,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 850 - Defesa Civil - Sao Sebastiao do Cai,200000,Matheus Gomes,PSOL
2024,Canoas,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 852 - Defesa Civil - Canoas,200000,Matheus Gomes,PSOL
2024,Nova Santa Rita,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 853 - Defesa Civil - Nova Santa Rita,200000,Matheus Gomes,PSOL
2024,Portao,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 11 - Atencao Basica - Portao,200000,Delegado Zucco,REPUBLICANOS
2024,Sao Leopoldo,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 7 - Fms - Hospital Centenario - Sao Leopoldo,200000,Delegado Zucco,REPUBLICANOS
2024,Portao,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 127 - Hospital de Portao - Portao,200000,Eliana Bayer,REPUBLICANOS
2024,Sapiranga,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 888 - Hospital Sapiranga - Sapiranga,200000,Joel Wilhelm,PP
2024,Sao Leopoldo,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 20 - Fundacao de Assistencia a Crianca e Adolescente - Sao Leopoldo,200000,Delegado Zucco,REPUBLICANOS
2024,Rio Pardo,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 833 - Atencao Basica - Rio Pardo,200000,Edivilson Brum,MDB
2024,Arroio do Tigre,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 52 - Agricultura Familiar - Arroio do Tigre,200000,Valdeci Oliveira,PT
2024,Alvorada,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 313 - Esc Est Ens Fun Pres Joao Belchior Marques Goulart - Alvorada,200000,Stela Farias,PT
2024,Alvorada,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 319 - Esc Est Ens Med Campos Verdes - Alvorada,200000,Stela Farias,PT
2024,Cachoeirinha,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 29 - Atencao Basica - Cachoeirinha,200000,Gustavo Victorino,REPUBLICANOS
2024,Gravatai,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 30 - Atencao Basica - Gravatai,200000,Gustavo Victorino,REPUBLICANOS
2024,Porto Alegre,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 130 - Atencao Basica - Porto Alegre,200000,Eliana Bayer,REPUBLICANOS
2024,Alvorada,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 921 - Atencao Basica - Alvorada,200000,Elizandro Sabino,PTB
2024,Viamao,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 413 - Atencao Basica - Viamao,200000,Professor Bonatto,PSDB
2024,Viamao,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 406 - Hospital Viamao - Viamao,200000,Professor Bonatto,PSDB
2024,Cachoeirinha,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 450 - Hospital Padre Jeremias - Cachoeirinha,200000,Sergio Peres,REPUBLICANOS
2024,Porto Alegre,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 659 - Fms - Instituto de Cardiologia - Porto Alegre,200000,Sofia Cavedon,PT
2024,Porto Alegre,Secretaria de Desenvolvimento Social,Projetos Socioassistenciais,Ep 37 - Viavida Pro - Doacoes e Transplantes - Porto Alegre,200000,Gustavo Victorino,REPUBLICANOS
2024,Porto Alegre,Secretaria de Desenvolvimento Social,Projetos Socioassistenciais,Ep 1093 - Associacao de Mulheres Maria da Gloria - Porto Alegre,200000,Bruna Rodrigues,PCdoB
2024,Cachoeirinha,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 926 - Associacao Beneficente Bom Samaritano - Cachoeirinha,200000,Elizandro Sabino,PTB
2024,Vacaria,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 482 - Apoio Gestao Municipal - Vacaria,200000,Pedro Pereira,PSDB
2024,Vacaria,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 369 - Apae - Vacaria,200000,Airton Lima,PODE
2024,Bom Jesus,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 231 - Nucleos de Esporte e Lazer - Bom Jesus,200000,Neri o Carteiro,PSDB
2024,Chapada,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 12 - Atencao Basica - Chapada,200000,Delegado Zucco,REPUBLICANOS
2024,Palmeira das Missoes,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 180 - Atencao Basica - Palmeira das Missoes,200000,Leonel Radde,PT
2024,Sao Francisco de Assis,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 41 - Atencao Basica - Sao Francisco de Assis,200000,Valdeci Oliveira,PT
2025,Horizontina,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 142 - Hospital Oswaldo Cruz - Horizontina,200000,Aloísio Classmann,UNIÃO
2025,Alegrete,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 792 - Santa Casa - Alegrete,200000,Frederico Antunes,PP
2025,Uruguaiana,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 805 - Santa Casa - Uruguaiana,200000,Frederico Antunes,PP
2025,Erechim,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 780 - Acoes de Apoio Cultural - Erechim,200000,Paparico Bacchi,PL
2025,Erval Grande,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 413 - Atencao Basica - Erval Grande,200000,Dirceu Franciscon,UNIÃO
2025,Coronel Pilar,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 120 - Atencao Basica - Coronel Pilar,200000,Pepe Vargas,PT
2025,Nova Roma do Sul,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 122 - Atencao Basica - Nova Roma do Sul,200000,Pepe Vargas,PT
2025,Sao Lourenco do Sul,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 191 - Hospital da Reserva - Sao Lourenco do Sul,200000,Zé Nunes,PT
2025,Cangucu,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 816 - Apoio Gestao Municipal - Cangucu,200000,Pedro Pereira,PSDB
2025,Feliz,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 975 - Atencao Basica - Feliz,200000,Felipe Camozzato,NOVO
2025,Ararica,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 501 - Atencao Basica - Ararica,200000,Rodrigo Lorenzoni,PL
2025,Portao,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 281 - Hospital de Portao - Portao,200000,Miguel Rossetto,PT
2025,Porto Alegre,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 941 - Movimento Tradicionalista Gaucho - Mtg - Porto Alegre,200000,Airton Artus,PDT
2025,Porto Alegre,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",Ep 427 - Batalhao de Operacoes Especiais - Bm - Porto Alegre,200000,Capitão Martim,REPUBLICANOS
2025,Guaiba,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 575 - Atencao Basica - Guaiba,200000,Rodrigo Lorenzoni,PL
2025,Porto Alegre,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1043 - Fms - Pronto Atendimento Cruzeiro do Sul - Porto Alegre,200000,Bruna Rodrigues,PCdoB
2025,Porto Alegre,Universidade Estadual do Rio Grande do Sul,Projeto de Extensão Para O Desenvolvimento Regional - Ep,Ep 48 - Projeto de Extensao - Porto Alegre,200000,Sofia Cavedon,PT
2025,Mormaco,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 411 - Atencao Basica - Mormaco,200000,Dirceu Franciscon,UNIÃO
2025,Cachoeira do Sul,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 389 - Apoio Gestao Municipal - Cachoeira do Sul,200000,Cláudio Tatsch,PL
2025,Palmeira das Missoes,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 1134 - Hospital de Caridade - Palmeira das Missoes,200000,Laura Sito,PT
2025,Caxias do Sul,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 972 - Fms - Upa Zona Norte - Caxias do Sul,190250,Felipe Camozzato,NOVO
2024,Parobe,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 230 - Gremio Esportivo Parobe - Parobe,190000,Neri o Carteiro,PSDB
2024,Porto Alegre,Secretaria de Trabalho e Desenvolvimento Profissional,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,Ep 630 - Osc Guayi - Porto Alegre,190000,Sofia Cavedon,PT
2024,Encantado,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento do Corpo de Bombeiros Militar - Ep",Ep 1174 - 3 Grupamento de Bombeiro Militar - Encantado,180000,Pepe Vargas,PT
2024,Caxias do Sul,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 901 - Defesa Civil - Caxias do Sul,179000,Felipe Camozzato,NOVO
2024,Erechim,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 267 - Transporte Sanitario Eletivo - Erechim,175000,Paparico Bacchi,PL
2024,Capao da Canoa,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 920 - Atencao Basica - Capao da Canoa,170000,Elizandro Sabino,PTB
2025,Caxias do Sul,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 106 - Instituto de Leitura Quindim - Caxias do Sul,170000,Pepe Vargas,PT
2022,Vale Real,Secretaria da Saúde,Emenda Parlamentar 2022 de Vale Real,Ep 293 - Atencao Basica - Vale Real,160000,Pepe Vargas,PT
2022,Porto Alegre,Secretaria de Justica e Sistemas Penal e Socioeducativo,Emenda Parlamentar 2022 de Porto Alegre,Ep 206 - Comunidade Terapeutica Pactopoa - Porto Alegre,160000,Tenente Coronel Zucco,PSL
2024,Taquara,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",Ep 894 - Bm - Taquara,160000,Felipe Camozzato,NOVO
2024,Porto Alegre,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",Ep 903 - Comando de Policiamento - Porto Alegre,159270,Felipe Camozzato,NOVO
2022,Santa Cruz do Sul,Secretaria da Educação,Emenda Parlamentar 2022 de Santa Cruz do Sul,Ep 128 - Eeem Santa Cruz -  Santa Cruz do Sul,150000,Kelly Moraes,PTB
2022,RS,Secretaria da Educação,Emenda Parlamentar 2022 Em Definicao,Ep 312 - Acervo Bibliografico - Escolas Com Curso Normal,150000,Sofia Cavedon,PT
2022,Ametista do Sul,Secretaria da Saúde,Emenda Parlamentar 2022 de Ametista do Sul,Ep 407 - Atencao Basica - Ametista do Sul,150000,Fernando Marroni,PT
2022,Cachoeirinha,Secretaria da Saúde,Emenda Parlamentar 2022 de Cachoeirinha,Ep 58 - Atencao Basica - Cachoeirinha,150000,Elizandro Sabino,PTB
2022,Canoas,Secretaria da Saúde,Emenda Parlamentar 2022 de Canoas,Ep 203 - Atencao Basica - Canoas,150000,Tenente Coronel Zucco,PSL
2022,Getulio Vargas,Secretaria da Saúde,Emenda Parlamentar 2022 de Getulio Vargas,Ep 49 - Atencao Basica - Getulio Vargas,150000,Dirceu Franciscon,PTB
2022,Lajeado,Secretaria da Saúde,Emenda Parlamentar 2022 de Lajeado,Ep 64 - Atencao Basica - Lajeado,150000,Elizandro Sabino,PTB
2022,Miraguai,Secretaria da Saúde,Emenda Parlamentar 2022 de Miraguai,Ep 322 - Atencao Basica - Miraguai,150000,Edegar Pretto,PT
2022,Novo Hamburgo,Secretaria da Saúde,Emenda Parlamentar 2022 de Novo Hamburgo,Ep 60 - Atencao Basica - Novo Hamburgo,150000,Elizandro Sabino,PTB
2022,Santa Maria,Secretaria da Saúde,Emenda Parlamentar 2022 de Santa Maria,Ep 63 - Atencao Basica - Santa Maria,150000,Elizandro Sabino,PTB
2022,Farroupilha,Secretaria da Saúde,Emenda Parlamentar 2022 de Farroupilha,Ep 16 - Hospital Sao Carlos - Farroupilha,150000,Sérgio Turra,PP
2022,Parobe,Secretaria da Saúde,Emenda Parlamentar 2022 de Parobe,Ep 435 - Hospital Sao Francisco de Assis - Parobe,150000,Carlos Búrigo,MDB
2022,Pelotas,Secretaria da Saúde,Emenda Parlamentar 2022 de Pelotas,Ep 554 - Assoc Pro Centro Reg Ref Cuidados Paliativos - Ufpel - Pelotas,150000,Fernando Marroni,PT
2022,Roca Sales,Secretaria da Saúde,Emenda Parlamentar 2022 de Roca Sales,Ep 53 - Sociedade Beneficente Roque Gonzales - Roca Sales,150000,Dirceu Franciscon,PTB
2022,Ajuricaba,Secretaria da Saúde,Emenda Parlamentar 2022 de Ajuricaba,Ep 36 - Veiculo - Ajuricaba,150000,Aloísio Classmann,PTB
2022,Nao-me-toque,Secretaria de Obras e Habitação,Emenda Parlamentar 2022 de Nao-me-toque,Ep 140 - Acoes Habitacionais - Nao - Me - Toque,150000,Eric Lins,DEM
2022,Itati,Secretaria do Esporte e Lazer,Emenda Parlamentar 2022 de Itati,Ep 51 - Nucleos de Esporte e Lazer - Itati,150000,Dirceu Franciscon,PTB
2022,Sao Francisco de Paula,Universidade Estadual do Rio Grande do Sul,Emenda Parlamentar 2022 de Sao Francisco de Paula,Ep 311 - Projeto de Extensao - Sao Francisco de Paula,150000,Sofia Cavedon,PT
2023,Tiradentes do Sul,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",Emenda Parlamentar 2023 de Tiradentes do Sul,Ep 503 - Patrulha Agricola - Tiradentes do Sul,150000,Zilá Breitenbach,PSDB
2023,Pelotas,Secretaria da Cultura,Emenda Parlamentar 2023 de Pelotas,Ep 177 - Eventos Culturais - Pelotas,150000,Aloísio Classmann,UNIÃO
2023,Pelotas,Secretaria da Cultura,Emenda Parlamentar 2023 de Pelotas,Ep 424 - Theatro Sete de Abril - Pelotas,150000,Luiz Henrique Viana,PSDB
2023,Sao Marcos,Secretaria da Educação,Emenda Parlamentar 2023 de Sao Marcos,Ep 227 - Esc Est Ens Fun Monteiro Lobato - Sao Marcos,150000,Neri o Carteiro,PSDB
2023,Bom Jesus,Secretaria da Saúde,Emenda Parlamentar 2023 de Bom Jesus,Ep 454 - Atencao Basica - Bom Jesus,150000,Carlos Búrigo,MDB
2023,Nova Santa Rita,Secretaria da Saúde,Emenda Parlamentar 2023 de Nova Santa Rita,Ep 448 - Atencao Basica - Nova Santa Rita,150000,Edegar Pretto,PT
2023,Salvador do Sul,Secretaria da Saúde,Emenda Parlamentar 2023 de Salvador do Sul,Ep 292 - Atencao Basica - Salvador do Sul,150000,Dirceu Franciscon,UNIÃO
2023,Vera Cruz,Secretaria da Saúde,Emenda Parlamentar 2023 de Vera Cruz,Ep 476 - Atencao Basica - Vera Cruz,150000,Kelly Moraes,PL
2023,Cacapava do Sul,Secretaria da Saúde,Emenda Parlamentar 2023 de Cacapava do Sul,Ep 552 - Hospital de Caridade Dr Victor Lang - Cacapava do Sul,150000,Zilá Breitenbach,PSDB
2023,Tenente Portela,Secretaria da Saúde,Emenda Parlamentar 2023 de Tenente Portela,Ep 508 - Hospital Santo Antonio - Tenente Portela,150000,Zilá Breitenbach,PSDB
2023,Tramandai,Secretaria da Saúde,Emenda Parlamentar 2023 de Tramandai,Ep 498 - Hospital Tramandai - Tramandai,150000,Jeferson Fernandes,PT
2023,Eldorado do Sul,Secretaria da Saúde,Emenda Parlamentar 2023 de Eldorado do Sul,Ep 77 - Transporte Sanitario Eletivo - Eldorado do Sul,150000,Franciane Bayer,REPUBLICANOS
2023,General Camara,Secretaria da Saúde,Emenda Parlamentar 2023 de General Camara,Ep 19 - Transporte Sanitario Eletivo - General Camara,150000,Sérgio Turra,PP
2023,Piratini,Secretaria da Saúde,Emenda Parlamentar 2023 de Piratini,Ep 450 - Transporte Sanitario Eletivo - Piratini,150000,Edegar Pretto,PT
2023,Sao Jose dos Ausentes,Secretaria da Saúde,Emenda Parlamentar 2023 de Sao Jose dos Ausentes,Ep 79 - Transporte Sanitario Eletivo - Sao Jose dos Ausentes,150000,Franciane Bayer,REPUBLICANOS
2023,Teutonia,Secretaria da Saúde,Emenda Parlamentar 2023 de Teutonia,Ep 78 - Transporte Sanitario Eletivo - Teutonia,150000,Franciane Bayer,REPUBLICANOS
2023,Toropi,Secretaria da Saúde,Emenda Parlamentar 2023 de Toropi,Ep 76 - Transporte Sanitario Eletivo - Toropi,150000,Franciane Bayer,REPUBLICANOS
2023,Vale do Sol,Secretaria de Assistência Social,Emenda Parlamentar 2023 de Vale do Sol,Ep 477 - Assistencia Social - Vale do Sol,150000,Kelly Moraes,PL
2023,Santana do Livramento,"Secretaria de Justiça, Cidadania e Direitos Humanos",Emenda Parlamentar 2023 de Santana do Livramento,Ep 494 - Lar da Infancia Daniel Albornoz - Santana do Livramento,150000,Jeferson Fernandes,PT
2023,Sao Borja,"Secretaria de Justiça, Cidadania e Direitos Humanos",Emenda Parlamentar 2023 de Sao Borja,Ep 24 - Apae - Sao Borja,150000,Sérgio Turra,PP
2023,Capela de Santana,Secretaria de Turismo,Emenda Parlamentar 2023 de Capela de Santana,Ep 251 - Infraestrutura Turistica - Capela de Santana,150000,Issur Koch,PP
2023,Mato Leitao,Secretaria de Turismo,Emenda Parlamentar 2023 de Mato Leitao,Ep 504 - Infraestrutura Turistica - Mato Leitao,150000,Zilá Breitenbach,PSDB
2023,Alvorada,Secretaria do Esporte e Lazer,Emenda Parlamentar 2023 de Alvorada,Ep 434 - Nucleos de Esporte e Lazer - Alvorada,150000,Any Ortiz,CIDADANIA
2023,Caxias do Sul,Secretaria do Esporte e Lazer,Emenda Parlamentar 2023 de Caxias do Sul,Ep 64 - Nucleos de Esporte e Lazer - Caxias do Sul,150000,Dalciso Oliveira,PSB
2023,Serafina Correa,Secretaria do Esporte e Lazer,Emenda Parlamentar 2023 de Serafina Correa,Ep 294 - Nucleos de Esporte e Lazer - Serafina Correa,150000,Dirceu Franciscon,UNIÃO
2023,Teutonia,Secretaria do Esporte e Lazer,Emenda Parlamentar 2023 de Teutonia,Ep 295 - Nucleos de Esporte e Lazer - Teutonia,150000,Dirceu Franciscon,UNIÃO
2024,Cruz Alta,Secretaria da Saúde,Transporte Sanitário Eletivo - Ep,Ep 790 - Transporte Sanitario Eletivo - Cruz Alta,150000,Rafael Braga,MDB
2024,Candido Godoi,Secretaria da Saúde,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1160 - Atencao Basica - Candido Godoi,150000,Jeferson Fernandes,PT
2024,Santana do Livramento,Secretaria da Saúde,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 333 - Fms - Santa Casa - Santana do Livramento,150000,Luciana Genro,PSOL
