Ano,Orgao,SiglaOrgao,CodUo,CodProjeto,NomeProjeto,CodSubtitulo,Subtitulo,SubtituloResumido,Municipio,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25066,Ep 348 - Fms - Associacao Hospitalar Vila Nova - Porto Alegre,EP 348,Porto Alegre,96,250000,beneficiado,348,Kaká D´Ávila,PSDB
2025,Secretaria de Desenvolvimento Social,SEDES,1,1111,Equipamentos de Segurança Alimentar e Nutricional - Ep,25002,Ep 1061 - Associacao de Mulheres Maria da Gloria - Porto Alegre,EP 1061,Porto Alegre,96,250000,beneficiado,1061,Bruna Rodrigues,PCdoB
2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,1,1077,Desenvolvimento e Qualificação Profissional - Ep,25002,Ep 359 - Centro de Educacao Profissional Sao Joao Calabria - Porto Alegre,EP 359,Porto Alegre,96,250000,beneficiado,359,Kaká D´Ávila,PSDB
2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,1,1079,Fomento e Incentivo À Criação e Fortalecimento de Cadeias Produtivas Em Economia - Ep,25002,Ep 189 - Associacao do Voluntariado e da Solidariedade - Avesol - Porto Alegre,EP 189,Porto Alegre,96,250000,beneficiado,189,Zé Nunes,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25073,Ep 437 - Fms - Hospital de Caridade e Beneficencia - Cachoeira do Sul,EP 437,Cachoeira do Sul,15,250000,beneficiado,437,Capitão Martim,REPUBLICANOS
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Osorio,22048,Ep 157 - Hospital Sao Vicente de Paulo - Osorio,EP 157,,,230000,Hospital beneficiado,157,Luciana Genro,PSOL
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Taquara,22049,Ep 157 - Hospital Bom Jesus - Taquara,EP 157,,,230000,Hospital beneficiado,157,Luciana Genro,PSOL
2024,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,24019,Ep 295 - Ctg Trempe de Aco - Soledade,EP 295,Soledade,137,230000,beneficiado,295,Dirceu Franciscon,UNIÃO
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25143,Ep 967 - Casa dos Raros - Porto Alegre,EP 967,Porto Alegre,96,220580,beneficiado,967,Felipe Camozzato,NOVO
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Campo Bom,22050,Ep 186 - Hospital Dr Lauro Reus - Campo Bom,EP 186,,,220000,Hospital beneficiado,186,Faisal Karam,PSDB
2022,Secretaria da Cultura,SEDAC,1101,1006,Emenda Parlamentar 2022 de Uruguaiana,22002,Ep 198 - Eventos Culturais - Uruguaiana,EP 198,,,200000,Evento cultural apoiado,198,Frederico Antunes,PP
2022,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2022 de Santa Rosa,22053,Ep 251 - Atencao Basica - Santa Rosa,EP 251,,,200000,Município beneficiado,251,Any Ortiz,CIDADANIA
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Cachoeira do Sul,22017,Ep 83 - Hospital de Caridade e Beneficencia - Cachoeira do Sul,EP 83,,,200000,Hospital beneficiado,83,Airton Lima,PL
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Carazinho,22026,Ep 113 - Hospital de Caridade - Carazinho,EP 113,,,200000,Hospital beneficiado,113,Juliana Brizola,PDT
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Pelotas,22101,Ep 413 - Hospital Universitario Sao Francisco de Paula - Pelotas,EP 413,,,200000,Hospital beneficiado,413,Fernando Marroni,PT
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Pelotas,22102,Ep 414 - Santa Casa de Misericordia - Pelotas,EP 414,,,200000,Hospital beneficiado,414,Fernando Marroni,PT
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Porto Alegre,22047,Ep 156 - Hospital de Pronto Socorro - Porto Alegre,EP 156,,,200000,Hospital beneficiado,156,Luciana Genro,PSOL
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Rosario do Sul,22043,Ep 151 - Hospital de Caridade Nossa Senhora Auxiliadora - Rosario do Sul,EP 151,,,200000,Hospital beneficiado,151,Valdeci Oliveira,PT
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Sao Borja,22025,Ep 112 - Hospital Ivan Goulart - Sao Borja,EP 112,,,200000,Hospital beneficiado,112,Juliana Brizola,PDT
2022,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2022 de Uruguaiana,22039,Ep 139 - Santa Casa - Uruguaiana,EP 139,,,200000,Hospital beneficiado,139,Eric Lins,DEM
2022,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2022 de Jaquirana,22063,Ep 360 - Veiculo - Jaquirana,EP 360,,,200000,Veículo novo,360,Neri o Carteiro,SOLIDARIEDADE
2023,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2023 de Alegrete,23063,Ep 261 - Atencao Basica - Alegrete,,,,200000,Município beneficiado,261,Frederico Antunes,PP
2023,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2023 de Braga,23086,Ep 317 - Atencao Basica - Braga,,,,200000,Município beneficiado,317,Gilberto Capoani,MDB
2023,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2023 de Espumoso,23049,Ep 180 - Atencao Basica - Espumoso,,,,200000,Município beneficiado,180,Eduardo Loureiro,PDT
2023,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2023 de Girua,23050,Ep 181 - Atencao Basica - Girua,,,,200000,Município beneficiado,181,Eduardo Loureiro,PDT
2023,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2023 de Nova Alvorada,23079,Ep 289 - Atencao Basica - Nova Alvorada,,,,200000,Município beneficiado,289,Dirceu Franciscon,UNIÃO
2023,Secretaria da Saúde,SES,2095,1028,Emenda Parlamentar 2023 de Vacaria,23157,Ep 535 - Atencao Basica - Vacaria,,,,200000,Município beneficiado,535,Pedro Pereira,PSDB
2023,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2023 de Cachoeira do Sul,23088,Ep 502 - Hospital de Caridade e Beneficencia - Cachoeira do Sul,,,,200000,Hospital beneficiado,502,Zilá Breitenbach,PSDB
2023,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2023 de Caxias do Sul,23055,Ep 410 - Hospital Geral - Caxias do Sul,,,,200000,Hospital beneficiado,410,Pepe Vargas,PT
2023,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2023 de Porto Alegre,23082,Ep 479 - Unidade de Pronto Atendimento Bom Jesus - Upa - Porto Alegre,,,,200000,Unidade de pronto atendimento beneficiada,479,Luciana Genro,PSOL
2023,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2023 de Santa Maria,23100,Ep 144 - Hospital Casa de Saude - Santa Maria,,,,200000,Hospital beneficiado,144,Valdeci Oliveira,PT
2023,Secretaria da Saúde,SES,2095,1029,Emenda Parlamentar 2023 de Sertao,23043,Ep 312 - Hospital Sao Jose - Sertao,,,,200000,Hospital beneficiado,312,Gilberto Capoani,MDB
2023,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2023 de Bento Goncalves,23012,Ep 80 - Transporte Sanitario Eletivo - Bento Goncalves,,,,200000,Município beneficiado,80,Franciane Bayer,REPUBLICANOS
2023,Secretaria da Saúde,SES,2095,1031,Emenda Parlamentar 2023 de Santa Vitoria do Palmar,23013,Ep 81 - Transporte Sanitario Eletivo - Santa Vitoria do Palmar,,,,200000,Município beneficiado,81,Franciane Bayer,REPUBLICANOS
2023,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,2875,1039,Emenda Parlamentar 2023 Em Definicao,23010,Ep 179 - Federacao Estadual Apaes,,,,200000,Entidade beneficiada,179,Eduardo Loureiro,PDT
2024,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,24002,Ep 48 - Santa Maria Video e Cinema - Santa Maria,EP 48,Santa Maria,109,200000,beneficiado,48,Valdeci Oliveira,PT
2024,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,24006,Ep 851 - Defesa Civil - Sao Jeronimo,EP 851,Sao Jeronimo,121,200000,beneficiado,851,Matheus Gomes,PSOL
2024,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,24009,Ep 854 - Defesa Civil - Charqueadas,EP 854,Charqueadas,236,200000,beneficiado,854,Matheus Gomes,PSOL
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24025,Ep 129 - Santa Casa - Alegrete,EP 129,Alegrete,2,200000,beneficiado,129,Eliana Bayer,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24169,Ep 936 - Santa Casa - Alegrete,EP 936,Alegrete,2,200000,beneficiado,936,Frederico Antunes,PP
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1047,Ações de Enfrentamento À Violência e Proteção Às Mulheres e Meninas - Ep,24004,Ep 946 - Casa de Acolhimento As Mulheres Vitimas de Violencia - Uruguaiana,EP 946,Uruguaiana,153,200000,beneficiado,946,Frederico Antunes,PP
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24122,Ep 640 - Fms - Hospital de Canela - Canela,EP 640,Canela,22,200000,beneficiado,640,Prof Claudio Branchieri,PODE
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24012,Ep 36 - Atencao Basica - Tres Forquilhas,EP 36,Tres Forquilhas,420,200000,beneficiado,36,Gustavo Victorino,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24148,Ep 772 - Hospital Ajuricaba - Ajuricaba,EP 772,Ajuricaba,162,200000,beneficiado,772,Rafael Braga,MDB
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24163,Ep 899 - Hospital Bom Pastor - Ijui,EP 899,Ijui,65,200000,beneficiado,899,Felipe Camozzato,NOVO
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24160,Ep 889 - Fundacao Hospitalar de Rolante - Rolante,EP 889,Rolante,103,200000,beneficiado,889,Joel Wilhelm,PP
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24039,Ep 220 - Fms - Hospital Geral - Caxias do Sul,EP 220,Caxias do Sul,29,200000,beneficiado,220,Neri o Carteiro,PSDB
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24121,Ep 625 - Fms - Hospital Virvi Ramos - Caxias do Sul,EP 625,Caxias do Sul,29,200000,beneficiado,625,Prof Claudio Branchieri,PODE
2024,Secretaria da Saúde,SES,95,1031,Transporte Sanitário Eletivo - Ep,24012,Ep 449 - Transporte Sanitario Eletivo - Bento Goncalves,EP 449,Bento Goncalves,10,200000,beneficiado,449,Sergio Peres,REPUBLICANOS
2024,Departamento Autônomo de Estradas de Rodagem,DAER,1,1059,Conservação de Rodovias - Ep,24001,Ep 490 - Conservacao Rs 265 - Sao Lourenco do Sul,EP 490,Sao Lourenco do Sul,125,200000,beneficiado,490,Pedro Pereira,PSDB
2024,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,24005,Ep 850 - Defesa Civil - Sao Sebastiao do Cai,EP 850,Sao Sebastiao do Cai,128,200000,beneficiado,850,Matheus Gomes,PSOL
2024,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,24007,Ep 852 - Defesa Civil - Canoas,EP 852,Canoas,24,200000,beneficiado,852,Matheus Gomes,PSOL
2024,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,24008,Ep 853 - Defesa Civil - Nova Santa Rita,EP 853,Nova Santa Rita,382,200000,beneficiado,853,Matheus Gomes,PSOL
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24004,Ep 11 - Atencao Basica - Portao,EP 11,Portao,213,200000,beneficiado,11,Delegado Zucco,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24001,Ep 7 - Fms - Hospital Centenario - Sao Leopoldo,EP 7,Sao Leopoldo,124,200000,beneficiado,7,Delegado Zucco,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24023,Ep 127 - Hospital de Portao - Portao,EP 127,Portao,213,200000,beneficiado,127,Eliana Bayer,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24159,Ep 888 - Hospital Sapiranga - Sapiranga,EP 888,Sapiranga,131,200000,beneficiado,888,Joel Wilhelm,PP
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,24001,Ep 20 - Fundacao de Assistencia a Crianca e Adolescente - Sao Leopoldo,EP 20,Sao Leopoldo,124,200000,beneficiado,20,Delegado Zucco,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24158,Ep 833 - Atencao Basica - Rio Pardo,EP 833,Rio Pardo,101,200000,beneficiado,833,Edivilson Brum,MDB
2024,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,24001,Ep 52 - Agricultura Familiar - Arroio do Tigre,EP 52,Arroio do Tigre,168,200000,beneficiado,52,Valdeci Oliveira,PT
2024,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",24017,Ep 313 - Esc Est Ens Fun Pres Joao Belchior Marques Goulart - Alvorada,EP 313,Alvorada,165,200000,beneficiado,313,Stela Farias,PT
2024,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",24019,Ep 319 - Esc Est Ens Med Campos Verdes - Alvorada,EP 319,Alvorada,165,200000,beneficiado,319,Stela Farias,PT
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24007,Ep 29 - Atencao Basica - Cachoeirinha,EP 29,Cachoeirinha,177,200000,beneficiado,29,Gustavo Victorino,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24008,Ep 30 - Atencao Basica - Gravatai,EP 30,Gravatai,57,200000,beneficiado,30,Gustavo Victorino,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24023,Ep 130 - Atencao Basica - Porto Alegre,EP 130,Porto Alegre,96,200000,beneficiado,130,Eliana Bayer,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24167,Ep 921 - Atencao Basica - Alvorada,EP 921,Alvorada,165,200000,beneficiado,921,Elizandro Sabino,PTB
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24245,Ep 413 - Atencao Basica - Viamao,EP 413,Viamao,159,200000,beneficiado,413,Professor Bonatto,PSDB
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24076,Ep 406 - Hospital Viamao - Viamao,EP 406,Viamao,159,200000,beneficiado,406,Professor Bonatto,PSDB
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24081,Ep 450 - Hospital Padre Jeremias - Cachoeirinha,EP 450,Cachoeirinha,177,200000,beneficiado,450,Sergio Peres,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,24131,Ep 659 - Fms - Instituto de Cardiologia - Porto Alegre,EP 659,Porto Alegre,96,200000,beneficiado,659,Sofia Cavedon,PT
2024,Secretaria de Desenvolvimento Social,SEDES,1,1103,Projetos Socioassistenciais,24001,Ep 37 - Viavida Pro - Doacoes e Transplantes - Porto Alegre,EP 37,Porto Alegre,96,200000,beneficiado,37,Gustavo Victorino,REPUBLICANOS
2024,Secretaria de Desenvolvimento Social,SEDES,1,1103,Projetos Socioassistenciais,24011,Ep 1093 - Associacao de Mulheres Maria da Gloria - Porto Alegre,EP 1093,Porto Alegre,96,200000,beneficiado,1093,Bruna Rodrigues,PCdoB
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24058,Ep 926 - Associacao Beneficente Bom Samaritano - Cachoeirinha,EP 926,Cachoeirinha,177,200000,beneficiado,926,Elizandro Sabino,PTB
2024,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,24006,Ep 482 - Apoio Gestao Municipal - Vacaria,EP 482,Vacaria,154,200000,beneficiado,482,Pedro Pereira,PSDB
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,24028,Ep 369 - Apae - Vacaria,EP 369,Vacaria,154,200000,beneficiado,369,Airton Lima,PODE
2024,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,24015,Ep 231 - Nucleos de Esporte e Lazer - Bom Jesus,EP 231,Bom Jesus,11,200000,beneficiado,231,Neri o Carteiro,PSDB
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24005,Ep 12 - Atencao Basica - Chapada,EP 12,Chapada,31,200000,beneficiado,12,Delegado Zucco,REPUBLICANOS
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24035,Ep 180 - Atencao Basica - Palmeira das Missoes,EP 180,Palmeira das Missoes,89,200000,beneficiado,180,Leonel Radde,PT
2024,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,24013,Ep 41 - Atencao Basica - Sao Francisco de Assis,EP 41,Sao Francisco de Assis,118,200000,beneficiado,41,Valdeci Oliveira,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25022,Ep 142 - Hospital Oswaldo Cruz - Horizontina,EP 142,Horizontina,62,200000,beneficiado,142,Aloísio Classmann,UNIÃO
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25117,Ep 792 - Santa Casa - Alegrete,EP 792,Alegrete,2,200000,beneficiado,792,Frederico Antunes,PP
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25121,Ep 805 - Santa Casa - Uruguaiana,EP 805,Uruguaiana,153,200000,beneficiado,805,Frederico Antunes,PP
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25065,Ep 780 - Acoes de Apoio Cultural - Erechim,EP 780,Erechim,39,200000,beneficiado,780,Paparico Bacchi,PL
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25093,Ep 413 - Atencao Basica - Erval Grande,EP 413,Erval Grande,40,200000,beneficiado,413,Dirceu Franciscon,UNIÃO
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25026,Ep 120 - Atencao Basica - Coronel Pilar,EP 120,Coronel Pilar,477,200000,beneficiado,120,Pepe Vargas,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25028,Ep 122 - Atencao Basica - Nova Roma do Sul,EP 122,Nova Roma do Sul,295,200000,beneficiado,122,Pepe Vargas,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25031,Ep 191 - Hospital da Reserva - Sao Lourenco do Sul,EP 191,Sao Lourenco do Sul,125,200000,beneficiado,191,Zé Nunes,PT
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25026,Ep 816 - Apoio Gestao Municipal - Cangucu,EP 816,Cangucu,23,200000,beneficiado,816,Pedro Pereira,PSDB
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25178,Ep 975 - Atencao Basica - Feliz,EP 975,Feliz,47,200000,beneficiado,975,Felipe Camozzato,NOVO
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25100,Ep 501 - Atencao Basica - Ararica,EP 501,Ararica,428,200000,beneficiado,501,Rodrigo Lorenzoni,PL
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25050,Ep 281 - Hospital de Portao - Portao,EP 281,Portao,213,200000,beneficiado,281,Miguel Rossetto,PT
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25082,Ep 941 - Movimento Tradicionalista Gaucho - Mtg - Porto Alegre,EP 941,Porto Alegre,96,200000,beneficiado,941,Airton Artus,PDT
2025,Secretaria da Segurança Pública,SSP,3,1010,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",25004,Ep 427 - Batalhao de Operacoes Especiais - Bm - Porto Alegre,EP 427,Porto Alegre,96,200000,beneficiado,427,Capitão Martim,REPUBLICANOS
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25113,Ep 575 - Atencao Basica - Guaiba,EP 575,Guaiba,58,200000,beneficiado,575,Rodrigo Lorenzoni,PL
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25152,Ep 1043 - Fms - Pronto Atendimento Cruzeiro do Sul - Porto Alegre,EP 1043,Porto Alegre,96,200000,beneficiado,1043,Bruna Rodrigues,PCdoB
2025,Universidade Estadual do Rio Grande do Sul,UERGS,1,1071,Projeto de Extensão Para O Desenvolvimento Regional - Ep,25001,Ep 48 - Projeto de Extensao - Porto Alegre,EP 48,Porto Alegre,96,200000,beneficiado,48,Sofia Cavedon,PT
2025,Secretaria da Saúde,SES,95,1028,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,25091,Ep 411 - Atencao Basica - Mormaco,EP 411,Mormaco,375,200000,beneficiado,411,Dirceu Franciscon,UNIÃO
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25014,Ep 389 - Apoio Gestao Municipal - Cachoeira do Sul,EP 389,Cachoeira do Sul,15,200000,beneficiado,389,Cláudio Tatsch,PL
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25172,Ep 1134 - Hospital de Caridade - Palmeira das Missoes,EP 1134,Palmeira das Missoes,89,200000,beneficiado,1134,Laura Sito,PT
2025,Secretaria da Saúde,SES,95,1029,Cofinanciamento Ambulatorial e Hospitalar - Ep,25144,Ep 972 - Fms - Upa Zona Norte - Caxias do Sul,EP 972,Caxias do Sul,29,190250,beneficiado,972,Felipe Camozzato,NOVO
